rewardsSubIter3,rewardsSubIter4,rewardsSubIter5,rewardsSubIter6,rewardsSubIter7,rewardsSubIter8,rewardsSubIter9
"[-182.33820153  180.70589227  758.12987118  267.63482839 -182.33820153
  370.42780194   66.20027711  488.85918126 -100.7499633    40.7172087
   66.20027711 -236.08615846  322.29233777  245.93642221   40.7172087
  -21.17457703   40.7172087   -21.17457703]","[  -9.39322629  170.86260629  305.01865263  187.39600873  456.97533405
  232.22481178  272.7508764   391.34360229  346.00467106  456.97533405
  112.80250175  334.72567904  215.32309591  274.46509833  456.97533405
  291.3532295   317.0897847   305.01865263  187.39600873]","[ 191.27629182  641.91924159  476.96552101  287.86438196   67.18596169
  733.87708666  704.13276135  594.12542341  -46.51769525   10.64177067
  380.398268    754.67790714  476.96552101   96.51187196   38.83618386
  590.95937465  685.75885437  590.95937465  685.75885437]","[ 392.12465094    8.83707533  371.47973481  374.90814083  172.04991047
  182.50059753  302.90821126  179.19695659 -138.42613163   72.37489488
  264.45858612   57.11453356  165.05545346  359.13769279  317.05098736
  258.78112276  410.65498974   89.21457143  387.90954866]","[ 145.91523747  389.77924199  275.36953337  -61.8157644   154.03479917
  161.79145239  476.68637016  350.8225055   300.33994318  389.77924199
  308.15878654   32.11595986   83.55846174   93.23935027  464.67354439
  658.99482416   32.11595986   32.11595986   83.55846174]","[ 215.76129137  179.85815193  241.27808413   75.89552365  100.5296289
  156.56397804  170.216661    150.44701191  215.76129137  179.85815193
  201.34151323  154.54642243  226.7282891    24.43552138  263.4813556
  239.56224557  125.30637586  109.16121314  260.68692213]","[ 429.58041673   26.35070273  201.60515158  -28.53071879  -86.68358923
  293.1045486   164.32766858  406.69885785  488.33316592  393.95525796
  392.82100299  206.01972322  613.95513862  -28.37720037  393.95525796
  467.43896275  389.73347269  389.73347269  -33.62474905]"
"[ 233.47516216  324.63391161  275.59259695  233.47516216  275.59259695
  233.47516216  103.14669284  320.44690161 -224.99154131  639.12334673
  501.3865662   625.48356758  275.73858714  586.91600413 -241.68607499
 -241.68607499   51.14549346  501.3865662   625.48356758]","[ 235.84703748  139.25188401   96.1860089   291.28127918  255.67075453
  285.25373622  163.36681187  197.11469815  139.25188401  208.86025167
  408.5040399   -86.75223361  487.08056341  363.91126093  235.84703748
  139.25188401  255.67075453  434.01437793  137.10367528]","[ 411.01595337  250.72034632  289.34933116  652.63871532  307.33374549
 -102.33401326  205.04120386   88.15029144  439.60582655  266.87346793
  202.98932216  809.64844126  250.72034632  430.84728225  720.12238322
  720.12238322  411.01595337 -283.93878527  383.15618743]","[ 115.92928946  333.0293017   325.71405156   94.15066025  170.86840054
  224.04049628  263.57448973  -14.05916364  132.73749739  283.14016569
  187.28322154  446.50202102 -111.88727097   17.65112963   94.15066025
   90.93446406  -17.60176909  244.24279539  -33.08018527]","[ 172.91579064  420.93710629  218.86918539  477.80422318  304.72578869
  -55.85794025  112.19680578  477.80422318  304.72578869  439.93716673
  202.37392734  252.32170435  401.76419277  334.83722219  659.680535
  107.72761527  207.82390247  659.680535    253.10010073]","[ -35.13753597  442.00681905  251.47668632  350.5854332    61.30780927
  197.69653845 -103.49370325  322.53755005  125.13962772  312.94012368
  187.55931896  116.97991823  -69.45059066  -21.8542171   174.85306636
   86.1173124   613.2219626   187.55931896  116.97991823]","[  19.78493389  484.54091824  -57.73350061  340.97055639   84.35342427
  405.98862897  147.51565578  244.20974119   -1.96432847  394.58198458
  426.8677728   290.13845375  189.97095323  -57.73350061  394.58198458
  284.53673693  460.87602131   28.28159434  107.06826174]"
"[ 1023.7063028   -202.70533388   427.93744951   155.20959267   -54.27749547
   513.90040128   -36.47687951  1023.7063028    513.90040128   122.00809333
    60.66425477   427.93744951   155.20959267   -94.77723336   239.1687755
   -54.27749547   513.90040128     6.48627019   595.55252579]","[ 324.91000846   61.38930131  520.86021589  285.74539838  422.74983089
  285.5827535   297.5735685   402.60597522  187.31630276  256.32950203
   73.02611873  201.68020979  501.11515491   61.38930131  285.74539838
  422.74983089  422.74983089  374.46390835  412.56237455]","[ 316.51112794  241.19203743  545.96294504  574.86105779   78.19956918
  559.7194675   241.19203743   78.19956918  551.7811119   683.93733121
  814.15363181  826.88365349  518.40159327  327.51373595  240.28343703
 -199.45628319  559.7194675   463.018611    176.02529074]","[ 169.35683504  114.71247456  -42.03348532  158.54296651  366.51421128
  330.20182659  236.22204994  165.90503843  101.4439764    14.49576777
  519.86212184  -15.81312205  216.57012507  189.11319182  338.24978412
  314.44112407   13.32656586   53.11656529  189.11319182]","[ 489.49304113  170.0961067   -56.47537396   28.58949428  502.64439795
  506.72334813  536.64652581  514.35035115  323.37239847  -32.85434779
  506.72334813  -13.67306504  542.04447008  380.76444603  133.46350742
  201.30394801  360.53174386  502.64439795  217.65771261]","[  98.24618634  187.78453453   59.42496323  222.82907664   19.98874866
  101.02033718   99.67543446  179.68743274   53.2429888   270.12209727
   53.2429888   270.12209727   92.10876374  299.0805435   521.40176041
  181.63656011  288.66334081   15.37860038  231.23743854]","[ 380.29789377  704.38458782  176.68138383  111.71566342  314.50504494
  127.81085322  406.18243615  590.22196088  531.838056    108.36790072
  307.26871831  283.16024001  406.18243615  445.65612759  108.36790072
  593.39100998  184.74277949  -36.63289671   38.05946894]"
"[   7.16519864   62.59072493  938.56926182 -175.42593249 -101.99364004
  552.90439658  583.32327066    4.55668798 -101.99364004  552.90439658
  403.71434314   71.28399805  500.58492826    7.16519864    4.55668798
  938.56926182   41.29198675   22.77081826 -101.99364004]","[ 148.92772948  -67.82868978  144.86789015  -49.12064841  356.11245314
  470.28440687  187.81721844   34.35201837  249.85637971   55.70259121
  311.42882653  386.07125136  142.30264359  209.88105005  -67.82868978
  125.95887288  148.92772948  218.16554089  356.11245314]","[ -56.75258214   46.04136667  577.22079219  545.95265587   91.65764406
  563.12282796  236.47037788  314.52075321  882.73320301  129.59547607
  314.52075321  586.28318474  314.52075321  586.28318474  487.79420895
  -56.75258214  511.4767457   406.6842657    18.16853433]","[ 238.53435063   71.63855641  100.23325586  441.1885643    42.50032249
  173.3195996   -75.87918925  257.90378536  119.48757303  251.35765079
  -75.87918925  237.60865779   20.58990172   41.84764758   93.61968623
    0.46117716  118.31464626  169.96068987]","[ 475.61382321  277.16870767  532.42554342  148.80628493   94.61564159
  501.85722509   99.24596206  275.40781342  259.41803171   94.61564159
   63.30986656  -32.07454109  236.86876019  340.47615415  532.42554342
  148.80628493  103.02104726  547.20097978  500.09657754]","[ 290.93062647  117.59786978  215.92887181  164.39122643   46.58050656
  171.41809275   83.72942491  185.60652355   45.06974735   33.31771094
  195.94650559  131.37438811  164.39122643  144.08365383   61.20084148
  198.96449177  175.33197258  137.54229437   52.36458909]","[ -99.90837325  281.05602135  517.12541286  -79.11820275  -57.1273389
  120.65156194   46.6134486    76.16152163  156.83268656  -12.65491015
  313.64166407  -57.1273389   -33.81673959   80.63803496  194.60470277
  431.37312143  308.30164543   22.74192207   63.56247574]"
"[ -98.77406695  695.95510078  115.48439438  -49.91071941 -140.11509845
  -46.67389138  397.12004122  229.07407187  229.07407187 -133.06884566
  -49.91071941   51.99174749 -140.7756898  -140.11509845  -46.67389138
   51.99174749  -98.77406695  630.57978477 -140.11509845]","[ 359.86276586  261.61285025  424.15655447  364.30624722  449.1435735
  263.58952301  370.99237338  333.56959948  239.35675891  499.63091091
  377.19846146  331.91578794   79.83452981  359.86276586  261.61285025
  235.96227801  359.86276586   92.86695426  377.19846146]","[ 360.69779363  211.35703956   45.5621014   248.16629872  496.60797878
   83.23029142  650.56898511  755.48845928  158.12331677  650.56898511
  -82.38420701  579.42547933   22.55391411  445.64211156  650.56898511
  755.48845928  799.7881647  -116.67300813  248.16629872]","[ 278.24958539    8.35923332  229.55390011  318.18165381  199.15650713
  495.53533028 -178.32469313  -82.49758762  -25.59415283   -6.51145921
  224.79522082   26.35125002  307.17789436 -185.90957813   26.35125002
  216.19418201  102.74230966  187.12184699   68.097912  ]","[ 507.28076702  216.6800636   475.15013189  489.43912906 -121.97165752
  320.28131292   51.82704011  293.33662572  340.0155321   617.05558093
  489.86427909 -117.99492037 -154.71181974  251.25944943  -97.29691409
  248.68056892  251.25944943  489.43912906 -121.97165752]","[ 190.71782411  102.88949832  -16.77709689  105.70002958    6.27097549
  117.52268397  206.51187694   73.62517221  -92.86080972 -103.59433648
  336.24408998  262.65477533  266.62989858  361.96236956  137.56045867
  -98.22797754  -74.32218207  177.6149638    -8.70588343]","[ 368.09510999  415.18979956  360.28043709   24.82751992 -406.12215723
  378.77215073  136.14761306  211.65442035  151.41490058  177.78262316
  295.63163043  366.92634566  341.39525434   18.05353598  -48.63047683
  414.4882203   174.84184069  418.3241253   295.63163043]"
"[ 454.62752303  350.00149624  518.58254646  321.7372843  -145.14243654
  198.30463909  198.30463909  616.31092963  340.1997548   447.02497362
  667.87946931   11.48700487   11.48700487  227.01089626  616.31092963
  518.58254646  340.1997548   447.02497362  140.31509298]","[  1.52334075e+02   1.70955179e+02   2.33573190e+02   3.98840943e+02
   2.33573190e+02   3.98840943e+02   9.74555291e+01   1.73955502e+02
   4.54470230e+01   2.59248287e-01   1.52334075e+02   1.70955179e+02
  -4.39874297e+01   2.33573190e+02   2.92821723e+02   5.06031548e+02
   7.18431558e+01   3.04902178e+02   2.36784093e+02]","[ 296.93619864 -219.3184006   -31.56184984  883.51773207 -274.46385839
  484.11105886  335.0219341   383.51740396  568.77410376  296.93619864
 -219.3184006   883.51773207  412.44445272  115.90013272  136.53230883
  851.88352174  341.926314    883.51773207  412.44445272]","[ 213.03022064  284.98653105  388.17706703  240.29088131  192.00843262
  226.72413265   28.80867352   86.18963673   74.70831768  -49.01435593
  140.03988204  160.22290636 -133.84209615  148.67907008   36.54101953
  388.17706703  240.29088131  115.18172732  247.02618697]","[ 113.31688748  724.65349292 -111.12793016   18.83526572  460.87318867
   76.55717275  233.59889063  -99.16996755  526.24784973  272.7824092
  291.67053108 -162.25871182  142.80943072  291.67053108  334.96310596
  274.04920075  362.13784619  328.67976296  526.24784973]","[ 240.36980139    3.59923709  294.66769081  106.98351786  147.2277279
   39.39455019  141.94039892   69.4681778   202.86021058   21.56650338
  228.94729039   91.84910308  280.52844586  -64.25034504  260.44960783
  164.72173214  316.32899792   99.24601035  111.56368233]","[ 151.88598416  306.90172339  136.15651785 -122.54433265 -100.69815135
  463.34403083  236.66215566  374.9289951  -224.9884735   248.12148848
  422.33333146  174.95059245  -55.81537092  -12.76289011  126.76061109
  290.61876365  -97.03530382   79.2977931   458.73222873]"
"[ 179.56942756   70.87277582  187.05245752  532.5879111  -149.32726856
  187.05245752  705.56704192 -149.32726856   33.32631355   50.36034025
  315.45268663   33.32631355  615.7341252   705.56704192  657.99970087
  247.72067784  657.99970087  247.72067784  420.83338037]","[ 390.38676218  478.40500232  129.51157335  126.99374311   56.71483597
  340.94329272  349.22351203   10.30671754  210.65903012  168.43907868
   48.20590153   56.71483597  340.94329272   48.20590153   48.20590153
  286.68115901  156.94214858  202.5824863 ]","[ -55.05815487  438.4712856   559.74652081  407.44518711  829.44723423
  630.56114946  326.99298479  518.5482616   486.38245145  724.30993029
  559.74652081 -140.04115804  128.30451786  518.5482616   486.38245145
  559.74652081  293.99539042  334.85299209  366.81358153]","[ 132.1990513   421.87158963 -124.30721648  315.32515048   27.49599979
  -93.36545627   95.40407409   60.68523347   10.61548245 -269.1550484
   18.53589319  143.06702091 -124.30721648  315.32515048  165.67590506
  124.07774    -209.40432875  353.8515843   165.46455694]","[ 187.33170277  207.21402062  156.23006316  155.34202421   19.51050492
  -93.5631136   255.07255019  -41.96754279  307.98666641  371.21223915
  -41.96754279  237.31295888  294.91388049 -126.72736035  249.03849388
   45.38880983  133.29779946  207.21402062 -163.24467741]","[ 156.07469006   52.23118752   39.6751905   -74.95288436   93.49021773
  266.57216981   40.25885367  215.30662667   25.57551296   39.6751905
  338.72933404  408.9669949   154.52183322  252.7042376   177.5899599
  246.52856141  234.24691422   72.40246511  251.88770234]","[ 240.8548225   -59.40629699    4.67221322  345.62527681  384.05620476
   85.25145613  434.96714963   74.85485268   79.74930343  533.12457747
   73.03784411  493.63900754  -95.11922702   93.42404982  352.7209202
  -36.48903657  -45.69139041 -105.29400538  427.13913153]"
"[ 865.79848397   69.75876491  318.90198439  249.41749415   -9.82717522
  -75.78023828  638.61395847  -99.96879196  300.38050125 -104.86233401
  -75.78023828 -104.86233401  334.86693252  318.90198439  249.41749415
 -133.81967194  300.38050125 -102.14208119 -133.81967194]","[  88.36833188   -5.27832867  385.66624041  255.71207525  223.9620522
  258.28001475  253.04120492  361.40146501   -5.27832867 -249.90875509
   88.36833188   -5.27832867   89.72887754   63.43525722  199.43286595
  343.61769267  253.04120492  530.06400371   31.2343243 ]","[ 321.70012951 -318.36717757   76.45883447  321.70012951  584.75998144
 -318.36717757   76.45883447  256.35249489  362.07524615 -296.38396303
  255.8657423   381.83689081  308.36615353 -173.79740094  502.80122315
  718.47839739  699.55110506  584.75998144  872.26811662]","[-156.70032608  232.93268948   65.3270913    18.05916567  252.10388167
  151.06687627  355.59099196  -58.31179598  157.14008059 -156.70032608
  420.86256884   23.06658527   83.60897285  230.87295397  385.3450496
  316.08969392  355.59099196  -58.31179598  247.88252923]","[  76.55527506  182.72920957  630.5162855   492.27126501  153.61972886
  286.3139747   286.3139747   309.47978426   76.55527506  182.72920957
  286.96776567  240.84627395  392.06205649  192.37550649  540.3374049
  101.60827819  576.79903971  705.2775284   456.02226505]","[ 287.22576561  226.18186146  341.58485975   69.46550465  226.52331541
  210.25325954  273.23187672  204.01905647    5.73203696  130.79927149
  104.85297568  178.39158437   48.57523087  247.1188646   397.17274686
   80.82493903   -0.78665871  273.23187672]","[ -44.10184947  482.96172078  228.62516988  429.36018163  376.43818944
   26.88439392  129.90618423  492.53889051  262.36809509 -147.8927674
  167.44459061   52.24311472  236.65997149  346.07865485  428.94790503
  214.56784717  -17.51125075  334.63664792  106.26728279]"
"[  57.87692515   22.50245579  222.65203419   -4.39066767  309.04972978
  -70.25802143  222.65203419   -4.39066767  842.83325557   30.87822964
  -29.69049204  309.04972978  503.94972967  310.81115391  589.74933883
  353.62818976  -70.25802143   57.87692515   22.50245579]","[ 570.02447485   29.06723891  214.27331681  311.82174585   87.10216133
  161.11147171  193.68927468  214.27331681  570.02447485  531.49064334
  494.7897339   494.7897339   312.16297738  285.60771794   13.14647147
  138.85519902   53.59820297  253.30694502  229.6346139 ]","[   8.3986673   634.31772598  457.37088501  160.7219204    18.78240917
 -188.5300768   311.79749038   93.54055084  244.39845357  276.83151281
  634.31772598  240.08228473  474.50680473 -159.53975458  776.98987885
    8.3986673   597.01319628  474.50680473 -159.53975458]","[ 316.42268536  448.70568944  -64.17770857  -40.83019798  152.91031671
   71.27416299  195.77205972  237.79093766  192.37796223  448.92075435
  284.73275917  166.94717975  448.92075435  262.79724274  119.65216809
   50.68834334  119.65216809   50.68834334  474.49094981]","[ 539.24758772  137.97698898  220.69814616  -80.10851972  596.20685863
   11.99670533   58.58590508  276.62654616  210.17007078  596.20685863
  285.75167719  292.66796982  420.86151145  371.26546368  335.98079362
  326.89318593  484.03221316  220.69814616  -80.10851972]","[ 300.47094882  214.53128636  187.12202193  193.29427126 -189.47830521
   -8.48051024  573.83416872   55.53921589    8.82703634  271.03115563
    7.70580571  176.08365298  229.78634042   96.20014046  217.20292847
  393.22365159   87.33821896  -44.73941824  393.22365159]","[ 194.15383627  106.77345422  425.79646185  262.48112109  357.66300253
  -76.23588438  -36.16959728   32.38798194   63.50368789  285.16813768
  324.13054567  218.04217699  192.34137869  262.39551021  -30.14862434
  314.53159017  270.96772687  259.6671043   226.24818239]"
"[  62.3249337   -96.04331732  -82.55445253  -88.7182077    62.3249337
  -96.04331732  320.55056609  261.6907399    64.51757043  161.5301317
 -125.65097699  106.02968578  -82.55445253  -88.7182077    64.51757043
  161.5301317    16.05333159  415.59738304  433.48780743]","[  88.41914087  219.83489306  285.38138979  399.59976163  209.68909103
   42.35253958  160.80586333  429.25463442   88.41914087  545.23769856
   20.83613857   79.64635352  357.65778292  122.9346489   279.99422445
  279.99422445  429.25463442  160.80586333  596.85102482]","[ 166.42026236  440.39951715  418.16398344  281.23190339  463.85840241
  340.09138591  273.12509173  464.48429036  418.16398344  281.23190339
  237.12352596  463.85840241  305.58827752 -214.94572825  228.08118086
    3.70891976  180.16754398   60.58560896  340.09138591]","[ 135.15696063  264.19200656  319.37109809  116.02219447  100.38430739
   78.86773309  487.87922819  219.41615285  261.72249857  319.37109809
  339.2599289   107.42616148  -43.90345377 -126.81095699  318.32988105
  232.13827006  204.09129607  -43.90345377 -126.81095699]","[ 287.25249457  420.54221455  402.42841066  133.940162    265.65780815
  534.08817404  259.35271046  129.82383307  534.08817404  356.6747644
  321.96244503  586.28225964  342.75192009  211.75141917  267.04382563
   33.63854053 -185.50774704  342.75192009  200.17464717]","[ 196.77055055  231.90120987   18.87933376  225.81751608   95.39503627
  153.34763671  239.44925962  126.94406631   61.28613661  266.82503261
  172.07720712  110.45852121  260.11450167   18.77792433  242.46841324
  241.64248547  239.44925962  445.7936378   189.08164642]","[ 300.00858739  219.48745131  160.45366212  370.71275711  150.67399497
  349.5269421   200.61970936  300.00858739    9.98795864  133.71936345
  352.87024183   83.73855371  518.37726711  172.26897245  501.22425609
   72.64171059  432.55186013  374.3430103   350.37209621]"
"[ 230.56743027   -6.32597222  645.87421542  652.21002935  419.1139688
    8.60573719  -46.22256184  645.87421542  652.21002935  419.1139688
    8.60573719  417.45713287  194.95833986  -83.8297787    70.81957004
  417.45713287  194.95833986  526.86351962  225.0126196 ]","[ 151.63217383  -21.71140416  339.8576463    61.30706466  376.13412095
  -15.42669838   77.92855087  231.21361002  302.24823459  339.8576463
   33.07887673   77.92855087  186.16628052  360.43596532   61.30706466
  245.69103918  380.06512504  229.50517181  317.19726339]","[ -24.65803306  409.46583384   13.70547495  146.34056247  -24.65803306
  409.46583384  265.28464221  324.32974884   64.60186029  874.45886528
  217.79345822  -71.78532175 -340.34284836  662.95226595  379.29996421
   64.60186029  874.45886528  333.33049655  739.27974352]","[  99.19133869  228.99117671  225.94753349   38.81254002   27.32884963
   25.05999422  143.61897461  462.68351696  225.57074193  216.9723092
  225.94753349   38.81254002  353.03250236  -40.69637     -58.52416101
  -90.28967594   46.17496291  373.90176314  134.65338325]","[ 115.78961379  140.31653311  647.04213972  144.43306101  438.87318729
  699.58247212  221.64720693  387.23520661  316.66678801  438.87318729
  349.48267188  348.61949578 -113.80634587  249.71492835  396.04785297
  335.3942854   649.65140034  140.31653311  199.73630744]","[ -37.02398453  144.45758127  284.49280698  114.37093425  173.5550273
   20.38610647  208.84546146   49.57107661  298.884993     20.96243488
  110.54583852   66.54930377  226.82896158  135.57509406  343.04134997
   61.14403289   66.54930377  339.25629146   41.69832104]","[  13.82711528  -24.1054059   387.31372137  185.19220273   51.31852914
  -13.2562845   322.02445171  398.68109019  485.23662439  -75.18473923
  412.82862784  491.81258152  149.6482022   337.04925421  282.36422034
  412.8424529  -101.86145433  109.96874297  387.31372137]"
"[ 400.46566388  593.57079901  486.68261022  420.83766501  -66.21757803
  476.52984496  -66.21757803  476.52984496  449.29043139  157.40229511
  451.37560392  451.37560392  723.87099514  206.69928303  434.12271806
  449.29043139  157.40229511  -20.78007341  400.46566388]","[ 281.13769942  -17.31362454   78.14381171  111.91735038  444.85143347
  326.02198898  329.85155957  139.4278632   326.02198898  329.85155957
   87.53633382  115.36442173  371.33321083  150.14402777   38.75695448
   87.53633382  493.90604199  352.97432774  185.25147394]","[ 123.29758743  305.06912764  601.74630728  -21.9668428    55.09220657
  237.73336442  543.68216634  637.66824088  373.67834087  778.2707963
  713.10073219  292.54702288  123.29758743  373.67834087  778.2707963
  119.88836711   12.59988755   55.09220657  237.73336442]","[ -42.24533545  150.84156607  239.43217537  158.90833785  231.30453141
  389.10468282   96.89747754  135.64398975  322.81460849  -18.02858232
  208.40055164   85.15822018    6.55741289  266.88226914   48.82723224
  469.21730308  208.40055164   98.09571033   37.45561496]","[ 617.5670036   521.44743244   54.47810324    1.89417655   22.80816283
  361.47590471  101.68844355  282.36991416  282.36991416  489.86580623
  521.44743244  173.30266928   54.47810324  177.59848504   81.70773525
  205.36377646  136.39137822  504.46627352  215.37414857]","[ 200.89072362  595.23099     250.24276112  162.14311794  325.86049569
   93.43410698   18.33380435  310.97598181  341.87665036  328.57095542
  347.53569215   51.02406791  -47.42623831  251.53023202  180.5315519
  288.67928521   36.51693165  310.84963623   41.80799013]","[ 173.89688415  229.05423583  273.08519271  429.47691936  161.79142503
  110.51195416   15.07699865   62.68021046  465.49631694  217.11603274
  -74.08353915   73.28270792  319.4198996   232.60180387  448.09502965
   99.01569063  146.55338604  440.89620555  232.60180387]"
"[ 591.06795504   43.45073581  113.12236323  250.42146713  490.69006161
  501.44069196   43.45073581  -61.83487589  458.24026173  113.12236323
  250.42146713  458.24026173  490.69006161  802.20262486  403.71241323
  387.91120438  591.06795504  802.20262486  170.31965264]","[ 276.35891534  277.63107166  416.9437067   421.66647227  435.01968234
  107.38064317  339.29669654  280.31823274  214.46168165  368.59133278
  354.05461345  376.69655897  204.44405925  295.95640945  384.27457028
  354.05461345  211.24323793   72.81229125  435.01968234]","[ 172.51457931  295.16371315  327.85821441   58.14603331  384.04889896
  381.8916808  -215.99802446  349.53563361  100.16169144  126.90351357
  245.50371793  349.37069319  245.50371793  349.37069319  379.45061314
  244.80143602 -215.99802446  126.90351357  383.36709682]","[  40.39427326  240.48420219  151.27472991  382.11875082  310.72024483
  211.28333969  183.60233945  183.91527767  240.48420219  122.95167891
  311.25392818  154.47139767 -266.49904594   29.20254266  166.8627979
   -5.50210709  266.80315724  278.08334443  340.94205572]","[ 325.93169704   26.97181838  226.16848011  456.80158847   -3.78499747
  230.10760005   78.32713801  323.8334455   475.18789549  121.5602775
  399.43065168  136.23139509  325.93169704   26.97181838  158.12213083
  198.4716951   226.16848011  451.13284281   83.58361545]","[ -93.6589938    68.74804773   67.65756766  228.02036955    2.77401284
  188.43462811   97.9178696    34.9202156   184.2986999   142.75015424
  185.84194303    5.55158927  215.1190475    11.9031798   284.848812
  249.96444383   -5.8394032   255.86920607  130.04278447]","[  10.71181169   52.3676411   355.65059213   11.05396539  399.99493559
  425.54984507  159.04695491  227.16715779  423.82971493  -50.81009549
  -10.06918884  424.18492328  103.32861453  131.97620461  191.34136648
  150.3966909   -50.81009549  267.40548674  153.69274653]"
"[  1.61684928e+02   3.97056128e+02   3.71157447e+02   3.71157447e+02
   2.40428880e+02   1.88674478e+02   5.26698314e+02   1.61513645e+02
  -3.82534497e-01   2.37381550e+02   2.89574886e+02   2.26303700e+02
   2.17465257e+02   1.61513645e+02   2.89574886e+02   2.26303700e+02
   6.76893838e+02   1.88674478e+02  -3.82534497e-01]","[ 262.21932856  486.7129333   197.54922307  262.21932856   38.14930172
   94.24525139  150.87301099  270.90643094  173.66941968   41.93945013
  369.62658362  261.14839536  385.51050922   53.32485041  134.53371978
  270.90643094  209.53499053  214.82596946  385.51050922]","[ 604.38455      89.4791492   -77.43689131  604.38455    -377.81506651
  496.76354795  231.5721386   683.31133746  480.42044863  535.46221119
  116.87405989  556.82596894  480.42044863  256.4069454   -77.43689131
   89.4791492   -16.2886517   130.79795666  610.7838191 ]","[  9.70496540e+01   9.19030247e+01   2.63114431e+02   1.68680590e+02
   1.30305240e+02   1.40597711e+02   2.88559325e+02   3.10958877e+02
   2.49706925e+02   9.92466437e+01   1.84935549e+02   2.49706925e+02
   2.72100651e-01   3.23055008e+02   9.70496540e+01   4.12504013e+02
  -8.07859558e+01   1.71606925e+02   1.72209800e+01]","[ 503.04561996  173.0047322     9.5159592   184.12259319  319.86961619
    9.5159592   298.63167065   81.33589303   99.18795919   85.10494302
   87.62938872   99.18795919   85.10494302  428.83967795   43.37625863
  277.89049824  336.77958578  243.08513566  530.23853449]","[ 131.03957722  120.22176904  286.32404905  252.14419619  138.65439007
   74.67937817  197.68088821  148.89005253  117.63098953   93.17367869
  219.13729388  174.81812579  152.6388586    96.82315337  283.66743857
  223.57003246   68.54296207  219.06454294   35.42167836]","[ 116.86396903  303.75803783   26.03697847  -33.18705913  525.01652444
  378.42674182  205.88733252  -17.03484237  127.54044195  266.56648196
   34.55389952  408.09041522   70.31317478  127.62524458  335.65908002
  385.22843318  -69.2305385   116.86396903  303.75803783]"
"[-190.74190658  723.85072307  249.26713263  271.7901854   536.97102451
  249.26713263  300.40594338 -190.74190658  203.22124359  557.45470959
 -100.54015877  204.8702321    45.35252997  541.1048692   544.59285359
  452.20928773 -100.54015877  204.8702321   203.22124359]","[ 321.28675673  301.04026275  472.0305158   231.11146348  160.40744669
  345.05631396  196.65954087  587.54879771  -30.21272891  106.40297495
  472.0305158   321.28675673  301.04026275  246.13756387  368.67057061
  368.67057061   -9.23759436  247.67802491  195.11147156]","[ 473.287107    215.87898026  157.63299342  550.51391988  610.53482245
 -170.45586329  425.22363184  610.53482245 -170.45586329 -188.6854334
 -188.6854334   187.93020321  617.31560016  160.71921667  539.89244117
  223.78757472  387.53602046  215.87898026  206.8617459 ]","[ 251.9212464   -14.12187614  167.22768637  251.9212464   238.07936083
  142.31379047   86.87330569   49.41974771  384.58730701  167.22768637
  371.71405581 -109.89672811  153.4560731    48.45250028  395.34918785
  183.9866592   536.14167744  259.09352033  158.21199652]","[ 419.83094996  260.52691664  696.23058939  390.25334127  164.48440701
 -180.95077442  298.58998351  761.16276837  393.64108243  298.58998351
   92.46734221   24.61539043   -8.06073786  456.66317607  243.23972062
  299.97822636   91.62975417   -8.06073786  415.8033073 ]","[  86.03995905  -62.33525491  -43.84776905  -82.17924694   48.37001372
   28.84365019   95.69024991  183.12378099  222.42648712  139.45464989
  216.77740271  201.6468513   192.20147306  196.4200561   484.03267854
 -102.93506215  162.43299971 -155.61234779  216.6402427 ]","[ 108.55096793  395.55118139  542.12332154  -47.7036051   432.35976021
  109.61951471   74.89664629  227.55183262  432.35976021  109.61951471
  340.71283261  262.69723272  171.46225065   98.87803757   51.81242236
  178.18173385   63.17732917   85.78680504  197.135788  ]"
