policyParams0,policyParams1,policyParams2,policyParams3,policyParams4,policyParams5,policyParams6,policyParams7,policyParams8,policyParams9
"[ 0.27894613  0.26198107  0.15613393 ..., -0.11175078 -0.03906553
  0.02076105]","[ 0.27574413  0.17405518 -0.19264216 ...,  0.03107705 -0.03338008
  0.14683834]","[ 0.16885339 -0.05607006  0.30782033 ..., -0.03870081  0.03078879
  0.03482747]","[ 0.25785555  0.26534948  0.14041643 ...,  0.00453216 -0.01286281
 -0.04558196]","[-0.66852626  0.31495426 -0.35170021 ...,  0.00409945  0.1503684
  0.01573912]","[ 0.11056514  0.37137896  0.1383671  ..., -0.09873775 -0.10437001
 -0.09847865]","[ 0.27821531 -0.28145546  0.09350748 ..., -0.15665432  0.0101421
  0.02108494]","[-0.21237347 -0.06012474 -0.03864915 ..., -0.1182571   0.03749885
 -0.03026654]","[ 0.01315126  0.29053928 -0.2265965  ..., -0.01362163 -0.0950063
 -0.12522127]","[ 0.13393816 -0.13075324  0.25004415 ..., -0.0923341   0.01360501
  0.00727995]"
"[ 0.28448208  0.25627381  0.15490246 ..., -0.115385   -0.03768077
  0.02204605]","[ 0.27624704  0.17643514 -0.20063967 ...,  0.03151921 -0.03041594
  0.15728281]","[ 0.16785454 -0.05535099  0.30794488 ..., -0.03681564  0.03236246
  0.03342893]","[ 0.25737104  0.26381093  0.14000088 ...,  0.00533759 -0.01151866
 -0.04504646]","[-0.6631674   0.3126494  -0.35199238 ..., -0.00153535  0.1437016
  0.01267025]","[ 0.11409276  0.37769033  0.13852546 ..., -0.0997168  -0.10122383
 -0.09970888]","[ 0.28154405 -0.28169453  0.09651351 ..., -0.15781958  0.0113151
  0.02456388]","[-0.21283219 -0.05881983 -0.03728793 ..., -0.11811283  0.0380616
 -0.02862655]","[ 0.01369417  0.28817587 -0.22446707 ..., -0.0128207  -0.09952132
 -0.12826524]","[ 0.13251166 -0.13029934  0.24990295 ..., -0.09272535  0.01283311
  0.00918451]"
"[ 0.28643085  0.25181058  0.16262116 ..., -0.11594724 -0.0383566
  0.02700788]","[ 0.27620341  0.17310664 -0.20392255 ...,  0.02685315 -0.0256327
  0.16170396]","[ 0.16668814 -0.05494305  0.30757967 ..., -0.03675223  0.03312328
  0.03410607]","[ 0.2585896   0.26214746  0.14011837 ...,  0.00475599 -0.01104818
 -0.04253978]","[-0.65898841  0.31083289 -0.34964154 ..., -0.00293234  0.13978969
  0.01299477]","[ 0.11736942  0.37906355  0.13893876 ..., -0.09902195 -0.09866337
 -0.10153696]","[ 0.28402061 -0.2826493   0.09640181 ..., -0.15932171  0.01332711
  0.02655095]","[-0.21249014 -0.05775271 -0.03355079 ..., -0.11687271  0.04104245
 -0.0244366 ]","[ 0.01244677  0.28599015 -0.22682751 ..., -0.01137634 -0.10138423
 -0.12782615]","[ 0.13254208 -0.1290322   0.24937651 ..., -0.09589402  0.0094866
  0.01646338]"
"[ 0.28438584  0.25007873  0.17235008 ..., -0.11410933 -0.04139489
  0.03310266]","[ 0.27542094  0.16861088 -0.2071152  ...,  0.02022982 -0.02643865
  0.16822407]","[ 0.16570909 -0.05113718  0.30776569 ..., -0.03585382  0.03273207
  0.03528259]","[ 0.25985263  0.26040455  0.13993068 ...,  0.0037786  -0.01066465
 -0.03896201]","[-0.65888359  0.31394624 -0.35107132 ..., -0.00451417  0.13770325
  0.01337675]","[ 0.11879154  0.38080299  0.13679013 ..., -0.09783589 -0.10105675
 -0.10254367]","[ 0.28698816 -0.2835847   0.10000087 ..., -0.15962059  0.01558011
  0.02512755]","[-0.21216504 -0.05714308 -0.03034097 ..., -0.11634551  0.04348044
 -0.0233329 ]","[ 0.01294596  0.28141414 -0.23042624 ..., -0.00864491 -0.10150157
 -0.12652341]","[ 0.13614115 -0.12793679  0.24791262 ..., -0.10064319  0.00832543
  0.02305952]"
"[ 0.27962683  0.24727487  0.17683563 ..., -0.11180483 -0.03434269
  0.0362763 ]","[ 0.27340212  0.16495376 -0.20940536 ...,  0.01794824 -0.02519248
  0.17050591]","[ 0.16554758 -0.05116382  0.30806687 ..., -0.03505494  0.03237167
  0.03808914]","[ 0.26274106  0.25921693  0.13926819 ...,  0.00164651 -0.00849159
 -0.03309899]","[-0.66163203  0.32116409 -0.35585708 ..., -0.00499214  0.13582312
  0.01315312]","[ 0.11991274  0.3809389   0.13641615 ..., -0.09624667 -0.10331236
 -0.10384168]","[ 0.29201717 -0.28293387  0.10565448 ..., -0.15827219  0.01733457
  0.02460064]","[-0.2121918  -0.05655523 -0.02593164 ..., -0.11570096  0.04361856
 -0.02351705]","[ 0.01285064  0.28491036 -0.23209201 ..., -0.00582738 -0.1003857
 -0.12627133]","[ 0.13821861 -0.12916048  0.24647675 ..., -0.10392711  0.01034976
  0.02559696]"
"[ 0.27648336  0.24321533  0.1756858  ..., -0.11195532 -0.01901193
  0.03877552]","[ 0.27208294  0.1644287  -0.21000156 ...,  0.01963126 -0.01930559
  0.17255778]","[ 0.16462983 -0.05147316  0.30796355 ..., -0.03444846  0.03471814
  0.03905008]","[ 0.26434373  0.2595289   0.13936563 ..., -0.00036003 -0.00722029
 -0.02898429]","[-0.66514505  0.32704392 -0.35769135 ..., -0.00944083  0.13325201
  0.01530151]","[ 0.12171655  0.38205553  0.13373132 ..., -0.09618365 -0.10303794
 -0.10341869]","[ 0.29340798 -0.28245187  0.110601   ..., -0.15704658  0.01781183
  0.02412985]","[-0.21239957 -0.05583656 -0.02476852 ..., -0.11578923  0.04444257
 -0.02225197]","[ 0.0116375   0.28822302 -0.23112198 ..., -0.00451555 -0.10126898
 -0.12584368]","[ 0.13923976 -0.12933584  0.24290946 ..., -0.10698513  0.01465267
  0.02312973]"
"[ 0.27444062  0.24275944  0.1752152  ..., -0.1137037  -0.00680189
  0.04048081]","[ 0.27128635  0.16448027 -0.2084646  ...,  0.02026138 -0.01401467
  0.17788474]","[ 0.1623637  -0.05148245  0.30775784 ..., -0.0334729   0.03517438
  0.04059301]","[ 0.2644208   0.26046039  0.14163242 ...,  0.00032357 -0.00441409
 -0.02640906]","[-0.66762389  0.33214306 -0.35602528 ..., -0.01510789  0.13115863
  0.0114673 ]","[ 0.12464814  0.38123692  0.13034874 ..., -0.09833053 -0.10246433
 -0.10524379]","[ 0.2946715  -0.28355626  0.11192702 ..., -0.15666344  0.01613003
  0.02406171]","[-0.21203445 -0.05562925 -0.02476599 ..., -0.11485098  0.04610155
 -0.01932485]","[ 0.01493499  0.29472551 -0.23147309 ..., -0.00276961 -0.10212048
 -0.1222474 ]","[ 0.13859306 -0.12900373  0.23972884 ..., -0.10701808  0.01897266
  0.01904533]"
"[ 0.27037837  0.24272347  0.17139321 ..., -0.1127355  -0.00565455
  0.03961669]","[ 0.27156615  0.16096857 -0.19581658 ...,  0.01769878 -0.00825261
  0.18340022]","[ 0.16072993 -0.055151    0.30818439 ..., -0.03569562  0.03567869
  0.0403643 ]","[ 0.26453964  0.2616031   0.14431647 ...,  0.00341659 -0.00515483
 -0.02771773]","[-0.66607034  0.33536246 -0.35216468 ..., -0.01772116  0.12932517
  0.00891258]","[ 0.12821593  0.38261499  0.12839224 ..., -0.09777772 -0.10177413
 -0.10710961]","[ 0.29298633 -0.28390852  0.10942309 ..., -0.15604461  0.0151519
  0.02209766]","[-0.21170334 -0.05541103 -0.0219065  ..., -0.11620593  0.04852432
 -0.01681607]","[ 0.022847    0.29975258 -0.23444983 ..., -0.0022044  -0.10537855
 -0.11754543]","[ 0.13257163 -0.12724758  0.23853864 ..., -0.10498001  0.02608213
  0.01502304]"
"[ 0.26662935  0.24284299  0.16792971 ..., -0.10482167 -0.00092447
  0.03678135]","[ 0.2709217   0.15433306 -0.18904039 ...,  0.0161646  -0.00436738
  0.18786504]","[ 0.15864333 -0.0564261   0.30811789 ..., -0.0374516   0.03609527
  0.04088833]","[ 0.26364133  0.26178123  0.14597277 ...,  0.00764418 -0.00566855
 -0.02924082]","[-0.66201543  0.33366339 -0.34355069 ..., -0.02140213  0.12761751
  0.0084713 ]","[ 0.13136745  0.38271754  0.12771064 ..., -0.09756535 -0.10001392
 -0.10955659]","[ 0.29178511 -0.28425971  0.10636679 ..., -0.15296578  0.01647886
  0.02127368]","[-0.21199766 -0.05600414 -0.0195798  ..., -0.11517604  0.04693622
 -0.01589205]","[ 0.0265472   0.30560209 -0.2351875  ..., -0.0006317  -0.10624321
 -0.1153898 ]","[ 0.12878038 -0.1254908   0.23693541 ..., -0.10838378  0.03034657
  0.01387879]"
"[ 0.26148001  0.24489143  0.16273882 ..., -0.09521782  0.00925654
  0.03287642]","[ 0.26881678  0.14926239 -0.18194567 ...,  0.01570103 -0.00057769
  0.18734557]","[ 0.157751   -0.05350642  0.30806596 ..., -0.03735287  0.03637124
  0.04108551]","[ 0.26253548  0.26287557  0.14617504 ...,  0.01308992 -0.00727119
 -0.02974309]","[-0.6594851   0.33282363 -0.33823951 ..., -0.02259751  0.1276609   0.0075249 ]","[ 0.13400699  0.38254834  0.12842834 ..., -0.09464825 -0.0976317
 -0.11097289]","[ 0.29140649 -0.2838863   0.10366881 ..., -0.15172637  0.01693917
  0.02157457]","[-0.21160105 -0.05651174 -0.01952101 ..., -0.1136326   0.0458759
 -0.01707671]","[ 0.02953055  0.30858327 -0.23537188 ...,  0.00218304 -0.10301299
 -0.11744443]","[ 0.13086416 -0.12309279  0.23383248 ..., -0.11108253  0.03571287
  0.01390893]"
"[ 0.25942069  0.24689697  0.15843738 ..., -0.09132145  0.01873207
  0.03077098]","[ 0.26789031  0.14977168 -0.18037507 ...,  0.0138413   0.00203709
  0.1853715 ]","[ 0.15839307 -0.0501509   0.30803607 ..., -0.03665319  0.03777733
  0.04182801]","[ 0.26201829  0.26404698  0.14686281 ...,  0.01612539 -0.00808496
 -0.03018498]","[-0.66054888  0.33479863 -0.33247579 ..., -0.0240688   0.12763851
  0.00802192]","[ 0.13598885  0.38358533  0.13006604 ..., -0.09189532 -0.09451444
 -0.10950806]","[ 0.29133017 -0.28468383  0.10228827 ..., -0.15193504  0.01482902
  0.02182387]","[-0.21224104 -0.05375431 -0.01485197 ..., -0.11360365  0.04411967
 -0.01740848]","[ 0.03201463  0.30953372 -0.23266005 ...,  0.00622054 -0.10051613
 -0.11888192]","[ 0.13485341 -0.12029911  0.22900141 ..., -0.11201331  0.03952043
  0.01307488]"
"[ 0.25796092  0.24701407  0.15735793 ..., -0.09064514  0.02743996
  0.03168835]","[ 0.2698424   0.15392632 -0.1825454  ...,  0.00911326  0.00396967
  0.18285492]","[ 0.159235   -0.05146872  0.3089779  ..., -0.03716045  0.03961963
  0.03916816]","[ 0.26210693  0.26411029  0.14766062 ...,  0.01739594 -0.01027216
 -0.03052231]","[-0.66059433  0.33560997 -0.33107552 ..., -0.02347653  0.12748747
  0.0069927 ]","[ 0.13564166  0.38982647  0.12927486 ..., -0.0918016  -0.09128777
 -0.10968789]","[ 0.29159893 -0.28609473  0.10286491 ..., -0.15171178  0.01397557
  0.02281807]","[-0.21217769 -0.05108399 -0.00986827 ..., -0.11414642  0.04400366
 -0.01380641]","[ 0.03402097  0.30921938 -0.23032315 ...,  0.01159614 -0.10007987
 -0.11895802]","[ 0.13643383 -0.1167204   0.22543015 ..., -0.11219923  0.04579236
  0.0097317 ]"
"[ 0.25884391  0.24614562  0.15481979 ..., -0.08972944  0.03523931
  0.03291721]","[ 0.27058556  0.15634514 -0.18080217 ...,  0.01096449  0.00721872
  0.18353563]","[ 0.15878188 -0.04750982  0.30923343 ..., -0.03897147  0.04323054
  0.03879004]","[ 0.26258672  0.26380003  0.14814535 ...,  0.01747579 -0.01030482
 -0.03053432]","[-0.66162651  0.33842452 -0.33137575 ..., -0.01779147  0.12870981
  0.00282835]","[ 0.13328924  0.39507101  0.12964238 ..., -0.09336163 -0.08835891
 -0.11162114]","[ 0.29077045 -0.2861417   0.10551171 ..., -0.15172987  0.01500778
  0.02266204]","[-0.21129849 -0.04866811 -0.00515434 ..., -0.11920929  0.04256467
 -0.01188269]","[ 0.03691311  0.31013235 -0.22944914 ...,  0.01458132 -0.09993047
 -0.11601068]","[ 0.13485721 -0.11395785  0.22505897 ..., -0.11117766  0.05243953
  0.00653368]"
"[ 0.26220178  0.24687512  0.15602138 ..., -0.09056643  0.04263328
  0.03252661]","[ 0.27048282  0.1555232  -0.17517874 ...,  0.01329815  0.00558524  0.185054  ]","[ 0.15857874 -0.04729603  0.30936132 ..., -0.03804204  0.04403821
  0.03668397]","[ 0.26350098  0.2638563   0.14962917 ...,  0.01683297 -0.01183803
 -0.03103894]","[-0.66277544  0.34301877 -0.33060159 ..., -0.01421698  0.13151878
 -0.00537832]","[ 0.13147049  0.39662814  0.12927096 ..., -0.09530611 -0.08957188
 -0.11256675]","[ 0.28927618 -0.2864651   0.1065527  ..., -0.15130637  0.01852074
  0.02252089]","[-0.21181614 -0.04862523 -0.00108619 ..., -0.12241762  0.03848234
 -0.01185565]","[ 0.03799122  0.31275517 -0.22783775 ...,  0.01556404 -0.10341312
 -0.11388559]","[ 0.13715977 -0.11332437  0.2241682  ..., -0.11148221  0.06026206
  0.00661916]"
"[ 0.26186371  0.24676536  0.15854523 ..., -0.08960258  0.04598027
  0.03090836]","[ 0.27296093  0.15437942 -0.17165854 ...,  0.01186188  0.00099541
  0.18471288]","[ 0.15850752 -0.0488921   0.30852559 ..., -0.03801866  0.04297011
  0.03198564]","[ 0.26526539  0.26333417  0.15164082 ...,  0.01656489 -0.01294445
 -0.0316228 ]","[-0.66420009  0.3507562  -0.33588161 ..., -0.0153517   0.13223716
 -0.01404382]","[ 0.13103085  0.38911265  0.12986881 ..., -0.10046341 -0.09091974
 -0.11344949]","[ 0.28962076 -0.28787043  0.10505831 ..., -0.15228021  0.02156615
  0.02186461]","[-0.21184627 -0.04980387  0.00100241 ..., -0.12274984  0.03388084
 -0.0132788 ]","[ 0.04089123  0.3139098  -0.2244212  ...,  0.01486664 -0.10628198
 -0.11322943]","[ 0.135825   -0.11308218  0.2223319  ..., -0.10879225  0.06453139
  0.00621709]"
"[ 0.25934794  0.24691804  0.16123654 ..., -0.0862942   0.05117177
  0.03329016]","[ 0.27612446  0.15976729 -0.16790476 ...,  0.00965767 -0.00171882
  0.18186538]","[ 0.15885485 -0.05453969  0.30813436 ..., -0.03674753  0.04021657
  0.02834654]","[ 0.26819922  0.26328411  0.15273621 ...,  0.01813734 -0.01130267
 -0.03315804]","[-0.66246713  0.35199965 -0.33886168 ..., -0.0169307   0.13314169
 -0.01855994]","[ 0.13123442  0.38256827  0.13243151 ..., -0.10558068 -0.09370367
 -0.11528036]","[ 0.29357325 -0.29023372  0.1038464  ..., -0.15298399  0.02506389
  0.02124924]","[-0.21079139 -0.0482681   0.00108928 ..., -0.12289535  0.03129685 -0.013518  ]","[ 0.04176556  0.31425718 -0.22235722 ...,  0.01598058 -0.10665028
 -0.11234218]","[ 0.13533327 -0.11189093  0.21761542 ..., -0.10588702  0.06980085
  0.00294558]"
"[ 0.25557164  0.24741874  0.16491272 ..., -0.08548351  0.05571849
  0.03834422]","[ 0.27767776  0.16173907 -0.16463553 ...,  0.01233642 -0.00080865
  0.18203516]","[ 0.15777474 -0.05748145  0.309036   ..., -0.03735737  0.03807925
  0.02338209]","[ 0.26842683  0.26228024  0.15193003 ...,  0.01931467 -0.01041794
 -0.03134615]","[-0.66475908  0.35300263 -0.34171356 ..., -0.01606174  0.13094085
 -0.02126501]","[ 0.13182506  0.38444556  0.13462752 ..., -0.10848167 -0.09041752
 -0.11948802]","[ 0.29763431 -0.29164399  0.10377178 ..., -0.15208851  0.02624144
  0.02171598]","[-0.21015145 -0.04458256  0.00354442 ..., -0.12556593  0.03277396
 -0.0110611 ]","[ 0.04203443  0.31486949 -0.22134579 ...,  0.01837946 -0.10765471
 -0.11150077]","[ 0.13542772 -0.11087413  0.21695036 ..., -0.10459346  0.0756172
  0.00184215]"
"[ 0.25542928  0.24956387  0.16756839 ..., -0.08612917  0.06247927
  0.03940552]","[  2.75422245e-01   1.60603711e-01  -1.57585380e-01 ...,   1.84742229e-02
  -1.81664707e-05   1.80085542e-01]","[ 0.15673288 -0.05665817  0.31027403 ..., -0.03755105  0.03937492
  0.02018294]","[ 0.26667258  0.26115475  0.15241022 ...,  0.02182689 -0.00731657
 -0.0333144 ]","[-0.66722427  0.35381828 -0.34196154 ..., -0.01406677  0.1272704
 -0.02026061]","[ 0.13389229  0.38500123  0.13302675 ..., -0.11216089 -0.08549781
 -0.12203693]","[ 0.29900005 -0.29237499  0.10365963 ..., -0.15259135  0.02717067
  0.02541297]","[-0.20931879 -0.04168964  0.00692131 ..., -0.12839602  0.03489022
 -0.00820584]","[ 0.04336484  0.3164042  -0.21986768 ...,  0.02077635 -0.10926337
 -0.11175837]","[ 0.13224825 -0.10743718  0.21982284 ..., -0.10488396  0.0814465
  0.00392973]"
"[ 0.25479089  0.25417573  0.16446507 ..., -0.08595259  0.07049813
  0.03287875]","[ 0.27542226  0.15775415 -0.15488881 ...,  0.02002228  0.00063489
  0.18178734]","[ 0.15698732 -0.05615367  0.31042276 ..., -0.03621279  0.04106669
  0.01729484]","[ 0.26410735  0.25776935  0.15393346 ...,  0.02213308 -0.00802911
 -0.03373316]","[-0.66885662  0.35803069 -0.34231697 ..., -0.01532772  0.12621243
 -0.01535079]","[ 0.13430882  0.3849405   0.12894397 ..., -0.11802371 -0.0866794  -0.1215522 ]","[ 0.29943039 -0.29260277  0.10637165 ..., -0.15500916  0.02666564
  0.03121566]","[-0.20851331 -0.04129502  0.01180436 ..., -0.1307888   0.03378604
 -0.01021768]","[ 0.04566824  0.32041906 -0.21813451 ...,  0.01928824 -0.10870144
 -0.11358261]","[ 0.13280041 -0.10546927  0.22261029 ..., -0.10595719  0.08464944
  0.00371571]"
"[ 0.25054034  0.25902536  0.16877787 ..., -0.08212791  0.07453047
  0.02874611]","[ 0.27608571  0.153647   -0.15333189 ...,  0.01975166 -0.00270708
  0.17994636]","[ 0.15680435 -0.05469597  0.3092399  ..., -0.03524584  0.0409568
  0.01711871]","[ 0.26369699  0.25664287  0.15535251 ...,  0.02398605 -0.00629339
 -0.03386684]","[-0.67200635  0.36591514 -0.34104194 ..., -0.01195622  0.12063377
 -0.01913558]","[ 0.13688915  0.38630871  0.12589157 ..., -0.12346755 -0.08794918
 -0.11925523]","[ 0.3016411  -0.29270464  0.1134567  ..., -0.15457239  0.02466584
  0.03622111]","[-0.20714422 -0.03902002  0.01516053 ..., -0.13135858  0.03531895
 -0.01043467]","[ 0.04723873  0.32389469 -0.2170075  ...,  0.01823155 -0.1119047
 -0.11202365]","[ 0.13221219 -0.10435384  0.22581656 ..., -0.10454929  0.08269369
 -0.00179557]"
"[ 0.24492583  0.26096586  0.17706175 ..., -0.08095984  0.0755072
  0.03371677]","[ 0.27444408  0.15054502 -0.15221778 ...,  0.01660846 -0.00480277
  0.17773451]","[ 0.15584402 -0.05352687  0.30851059 ..., -0.03622724  0.04146167
  0.01869739]","[ 0.26425279  0.25448571  0.15530736 ...,  0.02525666 -0.00918167
 -0.03005966]","[-0.67496295  0.36430332 -0.3366858  ..., -0.00954107  0.1152461
 -0.02554615]","[ 0.13717192  0.38404253  0.12110607 ..., -0.12654616 -0.08648437
 -0.11785408]","[ 0.30454767 -0.29361618  0.11586752 ..., -0.15216913  0.02314052
  0.04043619]","[-0.20593472 -0.03507137  0.01557347 ..., -0.13267187  0.0379229
 -0.00998497]","[ 0.04724904  0.32393532 -0.21842648 ...,  0.01593266 -0.11355879
 -0.11031471]","[ 0.12917361 -0.10538405  0.22390089 ..., -0.09940634  0.08651149
 -0.00618885]"
